Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
fearless,50,0,50.0,16,0,16.0,34.0
ShakGaR,782,34,884.0,748,34,850.0,34.0
Mr Wrinkles,944,150,1394.0,931,143,1360.0,34.0
Cloud Strife,2264,0,2264.0,2230,0,2230.0,34.0
Bam,685,1,688.0,652,1,655.0,33.0
Lohki,181,152,637.0,181,141,604.0,33.0
FireStorM,482,16,530.0,449,16,497.0,33.0
Evily Angel,806,3,815.0,774,3,783.0,32.0
NotTodayMate,1045,115,1390.0,1032,109,1359.0,31.0
Vhaera Black,82,0,82.0,52,0,52.0,30.0
Black wulf,61,0,61.0,32,0,32.0,29.0
Orlaith,1103,31,1196.0,1074,31,1167.0,29.0
Angelov ST,2184,72,2400.0,2156,72,2372.0,28.0
asparuhdo,722,66,920.0,701,64,893.0,27.0
RaisingD,1119,10,1149.0,1093,10,1123.0,26.0
Blackpromise,2023,0,2023.0,1998,0,1998.0,25.0
GrimReaPer,1407,11,1440.0,1384,11,1417.0,23.0
BaelTheBard,960,5,975.0,938,5,953.0,22.0
Lord Maxims,30,0,30.0,12,0,12.0,18.0
Ramsden,995,19,1052.0,978,19,1035.0,17.0
The Rohirrim,949,313,1888.0,948,308,1872.0,16.0
HasturX,933,324,1905.0,933,319,1890.0,15.0
Kim sSeok,15,0,15.0,0,0,0,15.0
Stiele,27,0,27.0,15,0,15.0,12.0
BGBORED,645,1,648.0,637,1,640.0,8.0
Munchies,592,43,721.0,592,43,721.0,0.0
Longinus,390,8,414.0,390,8,414.0,0.0
Total,,,137696.00,,,127500.00,10196.00
