Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
HODOR,1818,13,1857.0,1763,13,1802.0,55.0
HasturX,961,408,2185.0,942,396,2130.0,55.0
ElenaDrogon,247,38,361.0,219,29,306.0,55.0
BIGBAD PANDA,490,709,2617.0,490,691,2563.0,54.0
ImPIOus,965,48,1109.0,965,30,1055.0,54.0
fearless,285,15,330.0,239,13,278.0,52.0
Cormund,2088,145,2523.0,2063,136,2471.0,52.0
SlackOfDoom,1212,167,1713.0,1169,164,1661.0,52.0
Black wulf,282,0,282.0,231,0,231.0,51.0
swordss,493,89,760.0,493,72,709.0,51.0
The Spikerer,652,817,3103.0,652,800,3052.0,51.0
kiku,507,9,534.0,456,9,483.0,51.0
PIuRRulP,530,12,566.0,489,9,516.0,50.0
Loekas20,1767,195,2352.0,1750,184,2302.0,50.0
KAWO,818,18,872.0,771,17,822.0,50.0
valkyria,724,18,778.0,674,18,728.0,50.0
Blackpromise,2248,0,2248.0,2199,0,2199.0,49.0
Zobhard,209,1,212.0,160,1,163.0,49.0
Blackrainbow,811,547,2452.0,811,531,2404.0,48.0
Mordreon,502,25,577.0,454,25,529.0,48.0
Argeade 88,672,15,717.0,624,15,669.0,48.0
ThomasShelbY,62,1,65.0,18,0,18.0,47.0
draconis,1769,66,1967.0,1722,66,1920.0,47.0
Dark Asha,687,764,2979.0,685,749,2932.0,47.0
MACACS,1364,41,1487.0,1320,40,1440.0,47.0
asparuhdo,899,92,1175.0,868,87,1129.0,46.0
CerberusS,2115,106,2433.0,2069,106,2387.0,46.0
NEBULA,2451,194,3033.0,2405,194,2987.0,46.0
Mr Wrinkles,1060,194,1642.0,1023,191,1596.0,46.0
ArT,468,771,2781.0,468,756,2736.0,45.0
DucdeNalfar,485,7,506.0,443,6,461.0,45.0
Madian II,2954,1159,6431.0,2954,1144,6386.0,45.0
Kim sSeok,238,8,262.0,195,8,219.0,43.0
Theah,638,0,638.0,595,0,595.0,43.0
NEBuULA,1236,151,1689.0,1200,149,1647.0,42.0
Hohonok,18,634,1920.0,18,620,1878.0,42.0
Ebano,564,14,606.0,528,12,564.0,42.0
BaelTheBard,1111,5,1126.0,1069,5,1084.0,42.0
Angelov ST,2400,75,2625.0,2360,75,2585.0,40.0
ROMEOKTON,1903,4,1915.0,1863,4,1875.0,40.0
The Rohirrim,951,391,2124.0,951,378,2085.0,39.0
BRUTALES,208,443,1537.0,208,430,1498.0,39.0
Orlaith,1309,33,1408.0,1271,33,1370.0,38.0
Lord Rufus,44,7,65.0,28,0,28.0,37.0
Lohki,181,235,886.0,181,223,850.0,36.0
vampirewolfG,1299,76,1527.0,1280,71,1493.0,34.0
FireStorM,668,32,764.0,646,28,730.0,34.0
Ramsden,1172,20,1232.0,1138,20,1198.0,34.0
Lord Maxims,179,0,179.0,147,0,147.0,32.0
GlossyDream,1052,80,1292.0,1022,80,1262.0,30.0
SirBillyS,431,334,1433.0,431,326,1409.0,24.0
MacGG,0,6,18.0,0,0,0,18.0
Lady aurora,0,5,15.0,0,0,0,15.0
Stiele,117,36,225.0,102,36,210.0,15.0
RaisingD,1298,10,1328.0,1289,10,1319.0,9.0
Munchies,613,43,742.0,611,43,740.0,2.0
baby macac5,0,0,0.0,0,0,0,0.0
Total,,,163584.00,,,155286.00,8298.00
