,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
34,MacGG,0,0,0,7,528,2,7,528,2,7,2640,10,2657
86,Zobhard,0,0,0,589,409,0,589,409,0,589,2045,0,2634
1,17palad1nonm,0,0,0,15,482,0,15,482,0,15,2410,0,2425
58,DwitManfredi,0,0,0,22,444,0,22,444,0,22,2220,0,2242
18,Lord Rufus,0,0,0,346,376,0,346,376,0,346,1880,0,2226
10,DIKEFALOS21,0,0,0,36,431,0,36,431,0,36,2155,0,2191
46,DaisY,0,0,0,3,434,2,3,434,2,3,2170,10,2183
29,MorganKell,0,0,0,0,390,8,0,390,8,0,1950,40,1990
2,QuickSiLver,0,0,0,1457,79,7,1457,79,7,1457,395,35,1887
77,WiTchKing,0,0,0,1387,84,8,1387,84,8,1387,420,40,1847
26,Omnos,0,0,0,270,313,0,270,313,0,270,1565,0,1835
89,Professor X,0,0,0,1385,78,8,1385,78,8,1385,390,40,1815
45,Munchies,0,0,0,651,219,0,651,219,0,651,1095,0,1746
32,Theomore,0,0,0,11,317,24,11,317,24,11,1585,120,1716
14,ZaKi,0,0,0,1371,49,1,1371,49,1,1371,245,5,1621
20,DETH,0,0,0,512,212,0,512,212,0,512,1060,0,1572
53,Stiele,0,0,0,527,201,8,527,201,8,527,1005,40,1572
57,Schurke66,0,0,0,0,299,8,0,299,8,0,1495,40,1535
82,Aaron2000,0,0,0,197,262,0,197,262,0,197,1310,0,1507
87,Borutatos,0,0,0,48,282,1,48,282,1,48,1410,5,1463
74,Kim sSeok,0,0,0,1216,38,0,1216,38,0,1216,190,0,1406
91,Hoba,0,0,0,1114,29,0,1114,29,0,1114,145,0,1259
54,king kira,0,0,0,629,121,3,629,121,3,629,605,15,1249
22,ShudaBubbled,0,0,0,1,218,2,1,218,2,1,1090,10,1101
81,Fantom elite,0,0,0,38,209,0,38,209,0,38,1045,0,1083
23,TripleP,0,0,0,42,201,1,42,201,1,42,1005,5,1052
55,Gunnarr716,0,0,0,140,180,1,140,180,1,140,900,5,1045
50,Jaredsc,0,0,0,28,188,9,28,188,9,28,940,45,1013
38,Karlosas,0,0,0,512,92,2,512,92,2,512,460,10,982
56,VASE,0,0,0,0,150,3,0,150,3,0,750,15,765
16,DownBubble,0,0,0,119,121,0,119,121,0,119,605,0,724
85,DKH,0,0,0,499,44,0,499,44,0,499,220,0,719
88,ANAXIMANDROS,0,0,0,15,117,8,15,117,8,15,585,40,640
80,Darkn3sS,0,0,0,3,123,0,3,123,0,3,615,0,618
64,keilan,0,0,0,322,53,0,322,53,0,322,265,0,587
17,BabaVoSs,0,0,0,228,51,0,228,51,0,228,255,0,483
62,LegacY,0,0,0,102,72,0,102,72,0,102,360,0,462
60,lordtiger,0,0,0,1,87,2,1,87,2,1,435,10,446
59,Shumail,0,0,0,100,67,0,100,67,0,100,335,0,435
0,Vend3tta,0,0,0,187,45,0,187,45,0,187,225,0,412
90,Voidas,0,0,0,114,53,1,114,53,1,114,265,5,384
83,IRON Red,0,0,0,40,68,0,40,68,0,40,340,0,380
37,GOPI,0,0,0,124,45,0,124,45,0,124,225,0,349
4,wight 71,0,0,0,112,42,0,112,42,0,112,210,0,322
79,EnchantressM,0,0,0,0,49,0,0,49,0,0,245,0,245
11,Toniintro,0,0,0,90,30,1,90,30,1,90,150,5,245
65,Ghost Oz,0,0,0,109,23,0,109,23,0,109,115,0,224
71,MariaZoe,0,0,0,0,44,0,0,44,0,0,220,0,220
69,AHEGON,0,0,0,0,35,0,0,35,0,0,175,0,175
28,Joehaerys II,0,0,0,0,26,0,0,26,0,0,130,0,130
52,vampirewolfG,0,0,0,0,0,1,0,0,1,0,0,5,5
15,brokenjade01,0,0,0,0,1,0,0,1,0,0,5,0,5
24,Strike litl,0,0,0,0,0,0,0,0,0,0,0,0,0
